study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_model	library_source	library_selection	first_public	study_alias	fastq_md5	fastq_ftp	submitted_ftp	sample_title
PRJEB3365	SAMEA1573404	ERS185215	ERX162371	ERR187674	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4d93ef318fcda5fc568d7b90235a2316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187674/ERR187674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00155.1.MI_120104_2_1.fastq.gz	HG00155
PRJEB3365	SAMEA1573518	ERS185465	ERX162621	ERR187675	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4a70d51f6fef83bd5063a272e575601d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187675/ERR187675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19118.7.MI_120224_3_1.fastq.gz	NA19118
PRJEB3365	SAMEA1573201	ERS185218	ERX162374	ERR187676	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	81fb4f58f09d3ba58fd6a4285c9b4bc4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187676/ERR187676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00372.4.MI_120208_5_1.fastq.gz	HG00372
PRJEB3365	SAMEA1573108	ERS185426	ERX162582	ERR187677	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0a660b8c22891005f18dee39db2f685a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187677/ERR187677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20586.2.MI_120126_1_1.fastq.gz	NA20586
PRJEB3365	SAMEA1573220	ERS185118	ERX162274	ERR187678	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0af9e50fb111a0a27944c547dd671a64	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187678/ERR187678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00364.2.MI_120126_2_1.fastq.gz	HG00364
PRJEB3365	SAMEA1573192	ERS185148	ERX162304	ERR187679	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6df657d2303c11ffbbd5941253ffd369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187679/ERR187679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18858.2.MI_120126_8_1.fastq.gz	NA18858
PRJEB3365	SAMEA1573146	ERS185107	ERX162263	ERR187680	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1a3af5b58db17f775ae6b28bf0541247	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187680/ERR187680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11829.6.MI_120217_1_1.fastq.gz	NA11829
PRJEB3365	SAMEA1573334	ERS185306	ERX162462	ERR187681	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1479da594d4b946db9ad380dddda8601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187681/ERR187681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20765.2.MI_120126_3_1.fastq.gz	NA20765
PRJEB3365	SAMEA1573211	ERS185447	ERX162603	ERR187682	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e03b05c38ac1b81bdf976ab81b9c850f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187682/ERR187682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20512.6.MI_120217_2_1.fastq.gz	NA20512
PRJEB3365	SAMEA1573195	ERS185356	ERX162512	ERR187683	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	66717942bbfa8e8fb3b91244c9913369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187683/ERR187683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19184.1.MI_120104_1_1.fastq.gz	NA19184
PRJEB3365	SAMEA1573244	ERS185444	ERX162600	ERR187684	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d019792c0accea59e69f4d5fcdcf5c54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187684/ERR187684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00362.3.MI_120120_4_1.fastq.gz	HG00362
PRJEB3365	SAMEA1573139	ERS185172	ERX162328	ERR187685	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	79e2445b6da2ea88083b94c3acd7a4f2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187685/ERR187685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00351.6.MI_120217_2_1.fastq.gz	HG00351
PRJEB3365	SAMEA1573401	ERS185390	ERX162546	ERR187686	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	2ed08d67823e5cb17dc3c3700dbd5788	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187686/ERR187686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12286.2.MI_120126_5_1.fastq.gz	NA12286
PRJEB3365	SAMEA1573514	ERS185289	ERX162445	ERR187687	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	732d3854a99df18108a6752bc8921dd4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187687/ERR187687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20754.4.MI_120208_5_1.fastq.gz	NA20754
PRJEB3365	SAMEA1573462	ERS185322	ERX162478	ERR187688	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f2df5fea55f20fba2a427460ed56f9b3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187688/ERR187688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00117.6.MI_120217_2_1.fastq.gz	HG00117
PRJEB3365	SAMEA1573222	ERS185121	ERX162277	ERR187689	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	5f12ae1f6ab3f6c8892a4c9548218294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187689/ERR187689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20774.7.MI_120224_2_1.fastq.gz	NA20774
PRJEB3365	SAMEA1573298	ERS185448	ERX162604	ERR187690	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	11318f3501127996d7a2e653a9cfa29d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187690/ERR187690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00136.4.MI_120524_3_1.fastq.gz	HG00136
PRJEB3365	SAMEA1573168	ERS185189	ERX162345	ERR187691	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a493a323ba95395ef9f7b65668b7555b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187691/ERR187691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00334.2.MI_120126_7_1.fastq.gz	HG00334
PRJEB3365	SAMEA1573486	ERS185060	ERX162216	ERR187692	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9745ea60f1f10133eed35fb301cbb40c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187692/ERR187692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12058.5.MI_120327_7_1.fastq.gz	NA12058
PRJEB3365	SAMEA1573302	ERS185208	ERX162364	ERR187693	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b460d9b0cc6739622ffc709f0d4f4a1c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187693/ERR187693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00358.5.MI_120327_5_1.fastq.gz	HG00358
PRJEB3365	SAMEA1573430	ERS185158	ERX162314	ERR187694	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6d2b7ee7fdc80b531a565bc3d0a7701a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187694/ERR187694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00277.3.MI_120120_5_1.fastq.gz	HG00277
PRJEB3365	SAMEA1573217	ERS185205	ERX162361	ERR187695	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6882098f9d531d804800280402d261de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187695/ERR187695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11918.1.MI_120104_4_1.fastq.gz	NA11918
PRJEB3365	SAMEA1573378	ERS185300	ERX162456	ERR187696	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b7ac2bd3793ff5f3821c8c824be66f07	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187696/ERR187696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00104.1.MI_120104_4_1.fastq.gz	HG00104
PRJEB3365	SAMEA1573439	ERS185460	ERX162616	ERR187697	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	add93b4e69a209d8cb019eb6fd16adb3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187697/ERR187697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19207.4.MI_120524_1_1.fastq.gz	NA19207
PRJEB3365	SAMEA1573151	ERS185255	ERX162411	ERR187698	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	08dcad3500f315b41bba269af6711fa3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187698/ERR187698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00338.2.MI_120126_4_1.fastq.gz	HG00338
PRJEB3365	SAMEA1573410	ERS185299	ERX162455	ERR187699	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a94e54d6cce1c97fc0859c72a0e8f847	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187699/ERR187699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00176.4.MI_120208_5_1.fastq.gz	HG00176
PRJEB3365	SAMEA1573143	ERS185083	ERX162239	ERR187700	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e1639c991541f94fb2d19964f225be52	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187700/ERR187700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00118.4.MI_120524_1_1.fastq.gz	HG00118
PRJEB3365	SAMEA1573305	ERS185315	ERX162471	ERR187701	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	db71329d21dd22d5ec584b26bd407fc3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187701/ERR187701.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00186.3.MI_120120_6_1.fastq.gz	HG00186
PRJEB3365	SAMEA1573158	ERS185109	ERX162265	ERR187702	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9220a029d42f74f533679f6d198e26ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187702/ERR187702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12005.4.MI_120208_5_1.fastq.gz	NA12005
PRJEB3365	SAMEA1573340	ERS185165	ERX162321	ERR187703	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	64970b3117a80a0482b73b3cd792ded1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187703/ERR187703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00319.4.MI_120524_3_1.fastq.gz	HG00319
PRJEB3365	SAMEA1573224	ERS185045	ERX162201	ERR187704	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0e3c03df046f4cfecb98ffcd90a386e2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187704/ERR187704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG01334.7.MI_120224_3_1.fastq.gz	HG01334
PRJEB3365	SAMEA1573432	ERS185038	ERX162194	ERR187705	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	12180f136d2d1d2cd23c919544460794	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187705/ERR187705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19093.7.MI_120224_3_1.fastq.gz	NA19093
PRJEB3365	SAMEA1573398	ERS185216	ERX162372	ERR187706	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	815b2c9b81d979b15a31a63c645eb72d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187706/ERR187706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20811.1.MI_120104_1_1.fastq.gz	NA20811
PRJEB3365	SAMEA1573093	ERS185246	ERX162402	ERR187707	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a82060475aaa9b16d8525227f28c8281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187707/ERR187707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20802.1.MI_120104_4_1.fastq.gz	NA20802
PRJEB3365	SAMEA1573140	ERS185338	ERX162494	ERR187708	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	41c70f4fb3c7fa63746640c2d1875826	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187708/ERR187708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00146.2.MI_120126_5_1.fastq.gz	HG00146
PRJEB3365	SAMEA1573385	ERS185391	ERX162547	ERR187709	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8ed5cc4c95660fe46f2f9ed9c3684f0d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187709/ERR187709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19143.2.MI_120126_8_1.fastq.gz	NA19143
PRJEB3365	SAMEA1573519	ERS185155	ERX162311	ERR187710	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f089e9e9b567108f1df3d8859f7807c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187710/ERR187710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00114.6.MI_120217_1_1.fastq.gz	HG00114
PRJEB3365	SAMEA1573130	ERS185424	ERX162580	ERR187711	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	eae47af322822b2b7d44ccdc4a2375ac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187711/ERR187711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00312.7.MI_120224_3_1.fastq.gz	HG00312
PRJEB3365	SAMEA1573295	ERS185057	ERX162213	ERR187712	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7d48cd11d3ae763294a8c93a3826f8ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187712/ERR187712.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20589.1.MI_120104_4_1.fastq.gz	NA20589
PRJEB3365	SAMEA1573103	ERS185232	ERX162388	ERR187713	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ba705a80efa28413fe4322a520632dbb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187713/ERR187713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00124.3.MI_120120_5_1.fastq.gz	HG00124
PRJEB3365	SAMEA1573198	ERS185106	ERX162262	ERR187714	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d4a9982119426c94ce5a9993eea99c5b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187714/ERR187714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00269.2.MI_120126_8_1.fastq.gz	HG00269
PRJEB3365	SAMEA1573236	ERS185296	ERX162452	ERR187715	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b2ca78a3610fca80f03bd70d39638d7f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187715/ERR187715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20521.7.MI_120224_3_1.fastq.gz	NA20521
PRJEB3365	SAMEA1573368	ERS185458	ERX162614	ERR187716	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4cc627a6f0f1a80befe46407c9e51e94	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187716/ERR187716.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00273.3.MI_120120_4_1.fastq.gz	HG00273
PRJEB3365	SAMEA1573312	ERS185468	ERX162624	ERR187717	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	2f705aed063a0ad717ccc7282201a95e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187717/ERR187717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12347.1.MI_120104_3_1.fastq.gz	NA12347
PRJEB3365	SAMEA1573209	ERS185294	ERX162450	ERR187718	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	826269db10650891a17379cf9952f2b6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187718/ERR187718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18502.7.MI_120224_3_1.fastq.gz	NA18502
PRJEB3365	SAMEA1573234	ERS185202	ERX162358	ERR187719	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	463a1e7774dc0936b3d661fdb94f00d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187719/ERR187719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00310.4.MI_120208_5_1.fastq.gz	HG00310
PRJEB3365	SAMEA1573253	ERS185112	ERX162268	ERR187720	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1cd863aed4c8a4257bfe450a2ae53203	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187720/ERR187720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20806.3.MI_120120_1_1.fastq.gz	NA20806
PRJEB3365	SAMEA1573203	ERS185432	ERX162588	ERR187721	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6666883f2b2d51a2f0d9378ad9bdeb3b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187721/ERR187721.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12749.1.MI_120104_1_1.fastq.gz	NA12749
PRJEB3365	SAMEA1573102	ERS185131	ERX162287	ERR187722	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	303f802a6f3c3789aae7f2598b983989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187722/ERR187722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12813.2.MI_120126_7_1.fastq.gz	NA12813
PRJEB3365	SAMEA1573433	ERS185353	ERX162509	ERR187723	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b09c43badf352c72678529bd94498ecd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187723/ERR187723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12156.4.MI_120524_3_1.fastq.gz	NA12156
PRJEB3365	SAMEA1573441	ERS185039	ERX162195	ERR187724	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9fd63f1653610b8dc5b98fddbd0835be	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187724/ERR187724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12778.1.MI_120104_3_1.fastq.gz	NA12778
PRJEB3365	SAMEA1573341	ERS185150	ERX162306	ERR187725	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1ec49bec748d30da0c5351b3eab930d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187725/ERR187725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00376.2.MI_120126_5_1.fastq.gz	HG00376
PRJEB3365	SAMEA1573123	ERS185249	ERX162405	ERR187726	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	878a0d8c4daba905af43e6df42cad925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187726/ERR187726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18934.3.MI_120120_2_1.fastq.gz	NA18934
PRJEB3365	SAMEA1573447	ERS185407	ERX162563	ERR187727	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	fd80d98753ab8638d3e5ce5e940d14e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187727/ERR187727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20756.2.MI_120126_7_1.fastq.gz	NA20756
PRJEB3365	SAMEA1573491	ERS185277	ERX162433	ERR187728	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a17488a677b0a7bb54b485bc823155f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187728/ERR187728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00183.5.MI_120327_5_1.fastq.gz	HG00183
PRJEB3365	SAMEA1573233	ERS185099	ERX162255	ERR187729	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	280cb139b6895776553f2f8f8cd16337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187729/ERR187729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00125.1.MI_120104_4_1.fastq.gz	HG00125
PRJEB3365	SAMEA1573159	ERS185436	ERX162592	ERR187730	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1a8baf191813b5687281de65cdf0019f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187730/ERR187730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00356.2.MI_120126_1_1.fastq.gz	HG00356
PRJEB3365	SAMEA1573176	ERS185336	ERX162492	ERR187731	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b0292c2c1101b281945a64ebdcf9d263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187731/ERR187731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18861.4.MI_120524_1_1.fastq.gz	NA18861
PRJEB3365	SAMEA1573164	ERS185135	ERX162291	ERR187732	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b4fb9cb6935ff363d7d8d93dcae30d01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187732/ERR187732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00182.1.MI_120104_1_1.fastq.gz	HG00182
PRJEB3365	SAMEA1573436	ERS185397	ERX162553	ERR187733	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	3315c0f82fc13116c4e059331fc1eb3e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187733/ERR187733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19102.1.MI_120104_2_1.fastq.gz	NA19102
PRJEB3365	SAMEA1573381	ERS185282	ERX162438	ERR187734	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	5202ec2fc9732b856679b02228ab9a64	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187734/ERR187734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00160.3.MI_120120_2_1.fastq.gz	HG00160
PRJEB3365	SAMEA1573326	ERS185412	ERX162568	ERR187735	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a21c4e78e9fb0cd4de142962cd5e7e68	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187735/ERR187735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20507.1.MI_120104_4_1.fastq.gz	NA20507
